Proposal code,Origin period season sequence,Period,Rabobank Region,Crop,Crop Naics code,Crop naics descripion,Area,Noise1,Noise2,Noise3,Yield,Cost,Price,Financial information sequence,Last update,Esport date and time
112,3,11/16/2020,Barreiras,Melancia irrigada,12,quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum,804,1.55,-0.43,-1.35,117700.0,-560.0,-667.0,9/14/2020,1/9/2021,1/18/2021
113,1,5/23/2021,Barreiras,Abobora Irrigada,51,eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat,8733,-0.85,-0.79,0.68,394150.0,71530.0,427.0,1/13/2021,4/17/2021,5/23/2021
114,3,3/30/2021,Barreiras,Cebola Sequeiro,13,in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis,717,1.56,0.57,-0.54,113850.0,18570.0,-263.0,3/17/2021,12/8/2020,1/11/2021
115,4,3/6/2021,Barreiras,Melancia irrigada,66,augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel,8685,-1.04,-1.02,-0.49,382250.0,66450.0,-159.0,4/4/2021,6/19/2021,7/20/2021
116,1,8/17/2021,Barreiras,Abobora Irrigada,112,pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in,4498,1.38,0.52,2.26,293900.0,55380.0,1174.0,7/19/2021,4/8/2021,9/21/2020
117,1,6/5/2021,Barreiras,Cebola Sequeiro,101,accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor,7810,-0.2,-1.28,-1.58,380500.0,52500.0,-712.0,8/25/2021,12/29/2020,6/5/2021
118,2,5/17/2021,Barreiras,Abobora Irrigada,23,nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat,9105,-0.57,1.21,1.46,426750.0,115250.0,821.0,2/28/2021,1/31/2021,2/26/2021
119,1,5/8/2021,Barreiras,Abobora Irrigada,108,lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat,876,0.8,-0.69,0.57,83800.0,-5040.0,293.0,1/15/2021,3/28/2021,5/25/2021
120,2,7/15/2021,Barreiras,Abobora Irrigada,37,odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet,6015,0.38,0.51,0.0,319750.0,70350.0,60.0,10/10/2020,2/14/2021,10/27/2020
121,1,10/11/2020,Barreiras,Abobora Irrigada,136,at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae,2422,0.68,2.5,0.22,155100.0,74220.0,134.0,12/1/2020,11/29/2020,1/12/2021
122,0,1/12/2021,Barreiras,Melancia irrigada,110,blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum,213,-0.36,-0.88,1.1,-7350.0,-15470.0,552.0,6/30/2021,10/1/2020,11/13/2020
123,2,2/20/2021,Barreiras,Melancia irrigada,64,vel pede morbi porttitor lorem id ligula suspendisse ornare consequat,1596,0.74,-0.41,0.38,116800.0,7760.0,205.0,10/26/2020,9/7/2021,4/5/2021
124,0,7/7/2021,Barreiras,Melancia irrigada,9,pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in,8816,0.69,0.21,0.56,475300.0,92360.0,368.0,2/10/2021,1/18/2021,2/26/2021
125,2,2/24/2021,Barreiras,Abobora Irrigada,122,ut volutpat sapien arcu sed augue aliquam erat volutpat in congue,8814,0.17,-1.02,-1.19,449200.0,67740.0,-507.0,6/27/2021,10/1/2020,2/5/2021
126,0,11/11/2020,Barreiras,Abobora Irrigada,28,velit donec diam neque vestibulum eget vulputate ut ultrices vel augue,7621,0.24,1.38,0.44,393050.0,103810.0,296.0,4/4/2021,11/24/2020,7/14/2021
127,3,11/24/2020,Barreiras,Melancia irrigada,109,sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc,1968,0.52,-0.94,-1.09,124400.0,880.0,-526.0,4/5/2021,10/23/2020,5/29/2021
128,4,10/31/2020,Barreiras,Cebola Sequeiro,104,nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend,8146,-1.17,0.53,0.14,348800.0,92060.0,151.0,1/7/2021,1/18/2021,10/24/2020
129,4,8/8/2021,Barreiras,Abobora Irrigada,62,sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere,1726,0.4,-0.14,-0.12,106300.0,14460.0,-43.0,5/21/2021,12/12/2020,8/8/2021
130,2,12/1/2020,Barreiras,Cebola Sequeiro,114,proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque,3137,-0.44,-0.41,-0.45,134850.0,23170.0,-194.0,9/9/2021,4/14/2021,8/31/2021
131,4,8/31/2021,Barreiras,Melancia irrigada,66,ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy,3932,-0.98,-0.9,-0.71,147600.0,21320.0,-316.0,8/17/2021,1/22/2021,1/28/2021
132,2,1/17/2021,Barreiras,Melancia irrigada,56,morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed,1441,0.29,0.94,-0.83,86550.0,33210.0,-401.0,10/15/2020,8/13/2021,2/23/2021
133,1,8/18/2021,Barreiras,Melancia irrigada,134,imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis,7737,0.11,0.47,-0.97,392350.0,86770.0,-408.0,6/27/2021,4/28/2021,10/27/2020
134,0,3/10/2021,Barreiras,Abobora Irrigada,137,erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin,160,0.23,-0.71,0.44,19500.0,-12600.0,221.0,12/11/2020,11/27/2020,3/15/2021
135,3,3/9/2021,Barreiras,Melancia irrigada,148,eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui,5716,1.0,0.25,0.49,335800.0,62160.0,302.0,6/24/2021,12/24/2020,7/2/2021
136,0,4/26/2021,Barreiras,Melancia irrigada,76,habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla,5966,0.6,-0.21,1.56,328300.0,55460.0,839.0,8/1/2021,8/10/2021,12/19/2020
137,3,11/29/2020,Barreiras,Cebola Sequeiro,61,congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque,2161,0.96,1.01,-0.74,156050.0,41810.0,-349.0,2/27/2021,3/25/2021,8/9/2021
138,0,9/12/2020,Barreiras,Melancia irrigada,0,risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante,6097,0.76,1.36,-0.15,342850.0,88170.0,-15.0,2/6/2021,7/26/2021,2/13/2021
139,3,8/21/2021,Barreiras,Melancia irrigada,26,justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio,6267,-0.43,0.52,-1.19,291850.0,73070.0,-533.0,4/30/2021,4/15/2021,6/16/2021
140,4,11/5/2020,Barreiras,Abobora Irrigada,49,quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed,3636,-0.96,0.17,0.61,133800.0,39760.0,341.0,6/29/2021,10/22/2020,2/6/2021
141,4,8/14/2021,Barreiras,Melancia irrigada,61,tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed,4129,-0.45,-0.5,0.15,183950.0,31290.0,116.0,2/8/2021,12/14/2020,10/21/2020
142,1,7/7/2021,Barreiras,Cebola Sequeiro,98,id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan,700,1.31,0.97,0.56,100500.0,26400.0,287.0,9/26/2020,9/26/2020,11/27/2020
143,0,9/4/2021,Barreiras,Melancia irrigada,136,ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam,6024,-0.51,-0.05,0.21,275700.0,59240.0,165.0,11/24/2020,8/13/2021,10/5/2020
144,4,10/9/2020,Barreiras,Abobora Irrigada,35,ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer,5698,1.4,-0.91,0.35,354900.0,38780.0,231.0,8/27/2021,6/15/2021,6/18/2021
145,1,4/27/2021,Barreiras,Melancia irrigada,75,sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra,3674,-1.46,2.15,1.58,110700.0,79740.0,826.0,2/17/2021,6/26/2021,9/2/2021
146,0,8/6/2021,Barreiras,Abobora Irrigada,34,ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel,5037,0.7,-1.28,-0.08,286850.0,24770.0,10.0,5/10/2021,7/3/2021,5/9/2021
147,0,4/17/2021,Barreiras,Melancia irrigada,25,orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio,5784,0.64,-0.23,-0.77,321200.0,53240.0,-328.0,6/18/2021,7/15/2021,7/14/2021
148,4,9/9/2020,Barreiras,Melancia irrigada,13,bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis,6382,1.77,-1.14,0.47,407600.0,41020.0,298.0,3/5/2021,7/9/2021,2/11/2021
149,0,4/17/2021,Barreiras,Abobora Irrigada,25,justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in,7748,2.09,-0.1,0.16,491900.0,75480.0,157.0,9/2/2021,2/18/2021,2/24/2021
150,3,2/4/2021,Barreiras,Melancia irrigada,140,etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate,4115,0.27,0.52,-1.2,219250.0,51550.0,-559.0,12/6/2020,12/4/2020,2/20/2021
151,0,12/27/2020,Barreiras,Melancia irrigada,88,leo maecenas pulvinar lobortis est phasellus sit amet erat nulla,5765,0.18,0.88,0.01,297250.0,75250.0,62.0,1/18/2021,8/8/2021,7/21/2021
152,4,5/14/2021,Barreiras,Melancia irrigada,68,lorem quisque ut erat curabitur gravida nisi at nibh in hac,7908,0.66,3.13,-0.06,428400.0,141680.0,49.0,11/6/2020,5/6/2021,8/9/2021
153,1,5/31/2021,Barreiras,Cebola Sequeiro,15,sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat,9261,-0.04,0.16,-0.33,461050.0,95810.0,-73.0,2/1/2021,12/20/2020,4/24/2021
154,0,9/23/2020,Barreiras,Abobora Irrigada,68,vivamus in felis eu sapien cursus vestibulum proin eu mi nulla,9254,-0.55,0.7,0.06,435200.0,106540.0,122.0,10/14/2020,6/7/2021,1/21/2021
155,2,9/2/2020,Barreiras,Melancia irrigada,149,donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus,8526,0.5,0.03,0.76,451300.0,85860.0,465.0,8/4/2021,9/19/2020,6/19/2021
156,0,2/8/2021,Barreiras,Melancia irrigada,41,quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis,8494,-1.26,0.01,-0.94,361700.0,85140.0,-386.0,10/22/2020,4/19/2021,5/8/2021
157,1,3/1/2021,Barreiras,Cebola Sequeiro,110,nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec,9659,0.04,1.25,0.39,484950.0,121590.0,291.0,7/21/2021,10/30/2020,5/15/2021
158,2,8/14/2021,Barreiras,Melancia irrigada,113,maecenas tristique est et tempus semper est quam pharetra magna ac consequat,5845,-1.63,-0.16,-0.97,210750.0,55250.0,-427.0,8/15/2021,8/2/2021,6/9/2021
159,1,11/24/2020,Barreiras,Cebola Sequeiro,128,consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien,5843,-0.2,-0.01,1.53,282150.0,58230.0,823.0,10/5/2020,12/25/2020,7/30/2021
160,3,1/30/2021,Barreiras,Cebola Sequeiro,108,faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut,7814,1.67,-1.06,0.34,474200.0,56940.0,248.0,8/9/2021,7/5/2021,4/4/2021
161,4,2/25/2021,Barreiras,Melancia irrigada,43,mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis,3798,1.28,-0.42,-0.88,253900.0,29580.0,-403.0,4/21/2021,1/22/2021,1/4/2021
162,4,12/23/2020,Barreiras,Abobora Irrigada,72,proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio,1934,0.64,0.47,0.96,128700.0,28740.0,499.0,4/10/2021,9/14/2020,9/10/2021
163,3,11/25/2020,Barreiras,Cebola Sequeiro,61,amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at,3247,-0.6,-1.19,-0.91,132350.0,8670.0,-423.0,11/7/2020,4/8/2021,9/6/2021
164,2,7/29/2021,Barreiras,Melancia irrigada,42,eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi,7718,-1.39,-0.38,0.58,316400.0,69580.0,367.0,11/21/2020,4/23/2021,7/6/2021
165,3,5/28/2021,Barreiras,Cebola Sequeiro,76,orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet,6947,-0.17,0.65,0.31,338850.0,82470.0,224.0,4/26/2021,11/7/2020,5/20/2021
166,4,10/19/2020,Barreiras,Abobora Irrigada,5,natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel,3425,1.44,-0.31,-0.63,243250.0,28050.0,-281.0,9/8/2021,9/2/2021,8/5/2021
167,4,9/21/2020,Barreiras,Melancia irrigada,69,mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing,8605,-1.68,-0.06,-0.96,346250.0,84850.0,-394.0,4/19/2021,9/26/2020,1/25/2021
168,4,12/30/2020,Barreiras,Abobora Irrigada,69,orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum,6985,0.51,-1.22,-0.26,374750.0,45450.0,-61.0,6/9/2021,8/1/2021,7/18/2021
169,4,6/28/2021,Barreiras,Cebola Sequeiro,6,vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia,8008,0.49,-0.87,0.13,424900.0,62680.0,145.0,11/20/2020,3/4/2021,12/16/2020
170,0,7/31/2021,Barreiras,Abobora Irrigada,125,consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede,1584,1.0,-1.29,0.85,129200.0,-9960.0,440.0,4/22/2021,11/24/2020,1/31/2021
171,2,4/25/2021,Barreiras,Cebola Sequeiro,15,est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce,4653,0.46,-1.0,-1.77,255650.0,26530.0,-839.0,11/12/2020,3/4/2021,4/27/2021
172,1,9/18/2021,Barreiras,Abobora Irrigada,144,vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel,6677,1.49,0.49,-0.02,408350.0,76570.0,56.0,8/23/2021,2/15/2021,12/8/2020
173,3,12/13/2020,Barreiras,Abobora Irrigada,120,magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem,4564,0.1,-1.54,-0.82,233200.0,14840.0,-365.0,9/10/2021,3/23/2021,5/23/2021
174,0,10/13/2020,Barreiras,Abobora Irrigada,87,dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum,9456,-0.52,-0.31,0.51,446800.0,88360.0,349.0,3/15/2021,11/1/2020,9/17/2020
175,2,2/15/2021,Barreiras,Cebola Sequeiro,35,vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam,2495,-0.76,-0.08,1.14,86750.0,23350.0,594.0,12/16/2020,6/14/2021,7/22/2021
176,3,12/6/2020,Barreiras,Abobora Irrigada,128,sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget,9864,0.69,0.07,-0.06,527700.0,100040.0,68.0,6/1/2021,4/17/2021,4/24/2021
177,2,4/18/2021,Barreiras,Cebola Sequeiro,65,diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu,2522,-0.56,-1.76,-0.47,98100.0,-9980.0,-210.0,8/15/2021,3/13/2021,10/15/2020
178,1,9/8/2021,Barreiras,Melancia irrigada,22,velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci,5985,-0.12,-2.05,0.62,293250.0,18850.0,369.0,7/18/2021,8/21/2021,10/3/2020
179,4,12/4/2020,Barreiras,Abobora Irrigada,27,lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit,6318,0.42,0.42,0.95,336900.0,71580.0,538.0,5/24/2021,12/12/2020,11/28/2020
180,4,7/19/2021,Barreiras,Abobora Irrigada,43,ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim,4699,-0.36,0.08,-0.57,216950.0,48590.0,-239.0,9/18/2020,2/1/2021,2/26/2021
181,2,12/22/2020,Barreiras,Abobora Irrigada,42,ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero,1889,0.27,-1.55,0.96,107950.0,-12110.0,498.0,12/16/2020,4/28/2021,9/28/2020
182,1,2/23/2021,Barreiras,Melancia irrigada,125,nunc commodo placerat praesent blandit nam nulla integer pede justo,166,-1.62,0.49,0.44,-72700.0,11460.0,221.0,9/16/2020,12/30/2020,1/10/2021
183,1,3/28/2021,Barreiras,Melancia irrigada,12,vulputate justo in blandit ultrices enim lorem ipsum dolor sit,6120,-0.47,0.29,-2.42,282500.0,67000.0,-1149.0,9/8/2021,11/1/2020,6/22/2021
184,0,4/30/2021,Barreiras,Abobora Irrigada,30,in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc,6898,-0.69,1.31,-0.41,310400.0,95180.0,-137.0,8/25/2021,2/24/2021,9/13/2021
185,1,8/29/2021,Barreiras,Cebola Sequeiro,124,dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam,7408,0.68,-1.3,1.26,404400.0,48080.0,704.0,3/24/2021,10/21/2020,12/3/2020
186,0,1/17/2021,Barreiras,Abobora Irrigada,17,vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac,6729,0.28,1.2,-0.17,350450.0,91290.0,-18.0,10/11/2020,8/14/2021,4/10/2021
187,3,5/3/2021,Barreiras,Abobora Irrigada,99,vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat,6897,-0.97,0.14,1.02,296350.0,71770.0,578.0,9/13/2021,3/26/2021,6/27/2021
188,3,8/7/2021,Barreiras,Abobora Irrigada,90,sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra,7385,0.34,1.12,-0.45,386250.0,96250.0,-152.0,9/28/2020,9/19/2020,7/4/2021
189,3,6/15/2021,Barreiras,Abobora Irrigada,86,risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum,2432,-1.07,0.12,0.03,68100.0,26720.0,39.0,10/30/2020,9/26/2020,5/17/2021
190,3,5/18/2021,Barreiras,Cebola Sequeiro,25,integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit,7939,0.63,1.02,0.3,428450.0,99790.0,229.0,10/16/2020,5/21/2021,3/1/2021
191,3,10/27/2020,Barreiras,Melancia irrigada,5,non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus,7802,-0.58,0.59,-0.64,361100.0,89820.0,-242.0,10/7/2020,12/27/2020,1/6/2021
192,2,12/8/2020,Barreiras,Melancia irrigada,89,pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est,4632,-0.94,0.81,-0.72,184600.0,62520.0,-314.0,6/16/2021,12/29/2020,4/16/2021
193,1,2/20/2021,Barreiras,Cebola Sequeiro,19,bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi,2478,-0.53,0.84,0.0,97400.0,41580.0,24.0,1/7/2021,12/17/2020,12/5/2020
194,4,3/6/2021,Barreiras,Melancia irrigada,93,diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus,8135,-0.31,-1.62,-0.03,391250.0,48950.0,66.0,9/25/2020,12/3/2020,11/24/2020
195,1,9/15/2020,Barreiras,Cebola Sequeiro,127,nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo,5498,1.7,-0.78,0.73,359900.0,39380.0,419.0,10/28/2020,8/23/2021,1/7/2021
196,1,10/23/2020,Barreiras,Cebola Sequeiro,22,lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in,5126,1.2,0.83,0.84,316300.0,67860.0,471.0,10/1/2020,10/21/2020,2/12/2021
197,3,3/3/2021,Barreiras,Melancia irrigada,122,a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet,1059,-0.27,1.18,0.85,39450.0,34190.0,435.0,11/4/2020,1/15/2021,2/24/2021
198,1,4/29/2021,Barreiras,Cebola Sequeiro,54,vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero,3995,0.41,-0.75,-0.7,220250.0,24950.0,-311.0,2/27/2021,11/27/2020,3/3/2021
199,0,7/23/2021,Barreiras,Abobora Irrigada,72,duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui,4823,-0.36,0.24,0.79,223150.0,53030.0,443.0,5/7/2021,10/9/2020,3/11/2021
200,0,9/11/2020,Barreiras,Cebola Sequeiro,82,nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris,458,-0.78,0.26,-1.33,-16100.0,9780.0,-661.0,2/27/2021,2/12/2021,1/14/2021
201,4,6/16/2021,Barreiras,Abobora Irrigada,21,leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu,8961,1.04,0.03,-0.11,500050.0,90210.0,34.0,6/12/2021,10/1/2020,9/8/2021
202,3,11/23/2020,Barreiras,Melancia irrigada,150,eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero,5424,-1.15,-1.75,0.41,213700.0,19240.0,259.0,9/10/2021,4/10/2021,4/1/2021
203,4,5/17/2021,Barreiras,Melancia irrigada,61,nunc donec quis orci eget orci vehicula condimentum curabitur in,4487,0.8,1.69,-1.17,264350.0,78670.0,-541.0,10/21/2020,5/8/2021,3/6/2021
204,0,8/13/2021,Barreiras,Melancia irrigada,20,erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac,4505,-0.56,-0.09,-0.54,197250.0,43250.0,-225.0,12/30/2020,6/25/2021,3/30/2021
205,3,1/11/2021,Barreiras,Melancia irrigada,26,pede justo eu massa donec dapibus duis at velit eu est congue elementum in hac,6933,0.41,1.13,-0.6,367150.0,91930.0,-231.0,12/29/2020,9/25/2020,7/10/2021
206,3,6/7/2021,Barreiras,Cebola Sequeiro,44,erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus,6883,1.14,0.71,0.24,401150.0,83030.0,188.0,2/6/2021,5/19/2021,11/26/2020
207,3,6/6/2021,Barreiras,Melancia irrigada,7,ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo,6211,0.29,0.38,2.37,325050.0,69710.0,1247.0,4/11/2021,7/22/2021,6/16/2021
